用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,出现问题地点数,出现问题数
2097,5,5,5,1,1,0,7,4,4,-1,0.0,1,0.0,0.0,2824.0,0.0,14,12,20.0,2824.0,0.0,3839.0,0.0,23518060.0,0.0,-1,2,0,2,4
2098,10,10,10,10,2,22,7,1,5,-1,0.0,1,0.0,0.0,564.0,0.0,18,12,94.77,564.0,0.0,719.0,0.0,11090438.0,0.0,1,3,0,0,0
2099,9,7,8,7,1,0,2,0,4,-1,0.0,1,0.0,0.0,430.0,0.0,14,4,90.23,430.0,0.0,199.0,0.0,24976765.0,0.0,-1,3,0,3,2
2100,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,846.0,0.0,11,12,61.8,846.0,0.0,1112.0,0.0,4053044.0,0.0,-1,3,0,0,0
2101,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,137.0,0.0,14,12,25.29,137.0,0.0,237.0,0.0,20422794.0,0.0,1,3,0,0,0
2102,10,10,10,10,1,0,4,0,5,-1,0.0,1,0.0,0.0,647.0,0.0,22,0,160.89,647.0,0.0,1138.0,0.0,41566908.0,0.0,1,4,0,1,1
2103,9,9,8,8,1,0,12,0,5,-1,0.0,1,0.0,0.0,550.0,0.0,22,0,60.0,550.0,0.0,374.0,0.0,17034875.0,0.0,1,3,0,2,2
2104,9,6,6,6,1,0,0,0,4,-1,0.0,1,0.0,0.0,827.0,0.0,11,12,56.8,827.0,0.0,331.0,0.0,13863516.0,0.0,-1,3,0,4,4
2105,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,305.0,0.0,11,12,58.0,305.0,0.0,684.0,0.0,10793989.0,0.0,-1,3,0,0,0
2106,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,694.0,0.0,22,10,130.0,694.0,0.0,986.0,0.0,3490988.0,0.0,-1,4,0,0,0
2107,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,300.0,0.0,11,12,121.1,300.0,0.0,264.0,0.0,22334503.0,0.0,-1,4,0,0,0
2108,10,10,10,10,2,0,2,2,5,-1,0.0,1,0.0,0.0,101.0,0.0,17,12,21.0,101.0,0.0,301.0,0.0,417810.0,0.0,1,3,0,0,0
2109,1,2,1,1,1,180,4,20,5,-1,812.69,1,19.0,0.0,452.0,0.0,17,12,72.3,452.0,0.0,385.0,0.0,91856379.0,0.0,1,3,0,2,4
2110,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,316.0,0.0,11,12,39.0,316.0,0.0,310.0,0.0,14980681.0,0.0,1,3,0,0,0
2111,10,10,10,10,1,0,0,0,5,-1,0.0,1,0.0,0.0,317.0,0.0,11,12,30.0,317.0,0.0,159.0,0.0,1726767.0,0.0,1,3,1,1,1
2112,8,8,8,8,1,22,1,0,5,-1,0.0,1,0.0,0.0,183.0,0.0,22,0,62.0,183.0,0.0,119.0,0.0,1194643.0,0.0,1,3,0,1,1
2113,10,8,10,8,1,0,20,1,4,-1,0.0,1,0.0,0.0,658.0,0.0,11,1,21.1,658.0,0.0,382.0,0.0,1260616.0,0.0,-1,1,0,1,3
2114,9,9,9,9,1,0,2,0,4,-1,0.0,1,0.0,0.0,151.0,0.0,22,0,68.2,151.0,0.0,228.0,0.0,1773452.0,0.0,-1,3,0,1,1
2115,7,5,7,7,1,6,18,3,4,-1,0.0,1,0.0,0.0,1308.0,0.0,22,10,169.0,1308.0,0.0,975.0,0.0,8382281.0,0.0,-1,4,0,4,3
2116,10,8,9,8,1,0,2,0,5,-1,0.0,1,0.0,0.0,347.0,0.0,11,12,169.65,347.0,0.0,330.0,0.0,12504846.0,0.0,1,4,0,3,3
2117,10,9,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,111.0,0.0,14,12,90.0,111.0,0.0,178.0,0.0,6167874.0,0.0,1,4,0,0,0
2118,9,9,9,9,1,22,6,0,4,-1,0.0,1,0.0,0.0,177.0,0.0,22,0,88.1,177.0,0.0,101.0,0.0,9540008.0,0.0,-1,3,0,2,2
2119,10,9,10,10,2,22,5,1,4,-1,0.0,1,0.0,0.0,50.0,0.0,22,0,60.0,50.0,0.0,55.0,0.0,24180566.0,0.0,-1,2,0,0,0
2120,10,10,10,10,2,0,2,1,5,-1,0.0,1,0.0,0.0,1547.0,0.0,11,12,154.35,1547.0,0.0,615.0,0.0,28951442.0,0.0,1,4,0,0,0
2121,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,183.0,0.0,11,12,19.0,183.0,0.0,183.0,0.0,989174.0,0.0,-1,3,0,0,0
2122,1,1,1,1,1,0,7,3,4,-1,0.0,1,0.0,0.0,326.0,0.0,22,0,135.0,326.0,0.0,449.0,0.0,8894925.0,0.0,-1,4,0,3,3
2123,10,10,9,9,1,0,2,0,4,-1,301.92,1,40.87,0.0,157.0,0.0,11,12,68.87,157.0,0.0,164.0,6.77617109741672e-07,8854558.0,6.0,1,3,0,2,3
2124,10,9,9,9,1,0,6,0,5,-1,0.0,1,0.0,0.0,247.0,0.0,22,0,58.0,247.0,0.0,334.0,0.0,1028347.0,0.0,1,3,0,1,3
2125,10,10,10,10,2,0,16,0,4,-1,0.0,1,0.58,0.0,267.0,0.0,18,12,14.58,267.0,0.0,231.0,0.0,101806.0,0.0,-1,3,1,0,0
2126,10,10,10,10,2,0,4,0,5,-1,0.0,1,0.0,0.0,177.0,0.0,14,12,99.7,177.0,0.0,281.0,0.0,6402945.0,0.0,1,3,0,0,0
2127,9,8,8,7,1,25,14,1,4,-1,0.0,1,0.0,0.0,1850.0,0.0,22,10,91.1,1850.0,0.0,1627.0,0.0,5261098.0,0.0,-1,3,0,1,2
2128,9,9,9,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,864.0,0.0,4,12,100.18,864.0,0.0,856.0,0.0,6090382.0,0.0,-1,3,0,3,2
2129,8,6,7,8,1,0,12,1,5,-1,0.0,1,0.0,0.0,375.0,0.0,22,0,70.0,375.0,0.0,293.0,0.0,873043.0,0.0,1,3,0,4,6
2130,10,10,10,10,2,22,10,2,4,-1,0.0,1,0.0,0.0,164.0,0.0,22,0,69.0,164.0,0.0,278.0,0.0,1713790.0,0.0,-1,3,0,0,0
2131,7,6,6,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,36.0,0.0,11,12,18.0,36.0,0.0,323.0,0.0,1379305.0,0.0,-1,3,0,1,3
2132,9,9,10,9,2,0,0,0,4,-1,0.0,1,0.0,0.0,727.0,0.0,11,12,110.11,727.0,0.0,474.0,0.0,10129488.0,0.0,-1,2,0,0,0
2133,10,9,9,9,1,0,10,0,4,-1,0.0,1,0.0,0.0,833.0,0.0,22,0,105.0,833.0,0.0,947.0,0.0,32159518.0,0.0,-1,3,0,2,3
2134,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,21.0,0.0,11,12,48.0,21.0,0.0,152.0,0.0,16878550.0,0.0,1,3,0,0,0
2135,9,10,10,9,2,22,7,1,4,-1,0.0,1,0.0,0.0,207.0,0.0,18,11,31.51,207.0,0.0,187.0,0.0,10202033.0,0.0,-1,2,0,0,0
2136,10,10,10,9,1,25,32,2,4,-1,0.0,1,0.0,0.0,389.0,0.0,11,12,11.0,389.0,0.0,387.0,0.0,4250931.0,0.0,-1,2,0,2,2
2137,10,10,10,10,2,0,2,0,5,-1,0.0,1,0.0,0.0,71.0,0.0,22,0,98.0,71.0,0.0,133.0,0.0,3409562.0,0.0,1,3,0,0,0
2138,10,10,10,10,2,0,8,8,4,-1,0.0,1,0.0,0.0,198.0,0.0,22,0,60.0,198.0,0.0,203.0,0.0,8979099.0,0.0,-1,3,0,0,0
2139,10,10,10,10,2,0,6,1,4,-1,0.0,1,0.0,0.0,108.0,0.0,22,0,9.1,108.0,0.0,324.0,0.0,668377.0,0.0,-1,3,0,0,0
2140,5,6,6,6,1,0,10,0,4,-1,0.0,1,0.0,0.0,401.0,0.0,22,0,318.3,401.0,0.0,528.0,0.0,42959318.0,0.0,-1,6,0,2,2
2141,8,8,7,7,1,0,0,0,5,-1,0.0,1,0.0,0.0,27.0,0.0,22,0,58.0,27.0,0.0,256.0,0.0,6949819.0,0.0,1,3,0,2,4
2142,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,123.0,0.0,11,12,90.0,123.0,0.0,188.0,0.0,3746795.0,0.0,-1,4,0,0,0
2143,10,10,10,10,2,0,12,0,4,-1,0.0,1,0.0,0.0,150.0,0.0,18,12,0.0,150.0,0.0,199.0,0.0,7866532.0,0.0,-1,1,0,0,0
2144,5,4,5,3,1,0,7,0,4,-1,0.0,1,0.0,0.0,1061.0,0.0,22,0,353.0,1061.0,0.0,1179.0,0.0,89347044.0,0.0,-1,6,0,3,2
2145,10,9,10,10,2,0,4,0,5,-1,934.02,1,27.0,0.0,253.0,0.0,22,0,146.4,253.0,0.0,143.0,0.0,41717185.0,0.0,1,4,0,0,0
2146,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,124.0,0.0,22,0,22.75,124.0,0.0,126.0,0.0,51440.0,0.0,-1,3,0,0,0
2147,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,205.0,0.0,17,12,20.0,205.0,0.0,219.0,0.0,68655.0,0.0,-1,3,0,0,0
2148,9,8,9,9,1,21,8,2,4,-1,0.0,1,0.0,0.0,304.0,0.0,22,10,68.0,304.0,0.0,423.0,0.0,10315385.0,0.0,-1,3,0,2,1
2149,10,10,10,10,1,0,2,1,4,-1,0.0,1,0.0,0.0,334.0,0.0,17,12,18.0,334.0,0.0,267.0,0.0,154684.0,0.0,-1,3,0,1,2
2150,3,5,5,4,1,0,7,1,5,-1,0.0,1,0.0,0.0,638.0,0.0,22,0,121.0,638.0,0.0,456.0,0.0,57755199.0,0.0,1,4,0,4,4
2151,6,6,7,7,1,0,0,0,5,-1,0.0,1,0.0,0.0,594.0,0.0,22,0,46.33,594.0,0.0,645.0,0.0,13260508.0,0.0,1,3,0,4,4
2152,4,8,4,4,1,0,8,0,5,-1,0.0,1,0.0,0.0,857.0,0.0,17,12,161.6,857.0,0.0,1536.0,0.0,36194737.0,0.0,1,5,0,2,2
2153,10,10,10,10,2,21,6,4,5,-1,0.0,1,0.0,0.0,53.0,0.0,22,0,10.0,53.0,0.0,118.0,0.0,10343313.0,0.0,1,0,0,0,0
2154,8,8,8,8,1,0,0,0,5,-1,0.0,1,0.0,0.0,122.0,0.0,22,0,60.0,122.0,0.0,186.0,0.0,5471679.0,0.0,1,3,0,2,1
2155,1,1,1,1,2,0,0,0,2,-1,0.0,-1,0.0,0.0,91.0,0.0,11,12,36.0,91.0,0.0,126.0,0.0,0.0,0.0,-1,3,0,0,0
2156,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,276.0,0.0,17,12,140.0,276.0,0.0,438.0,0.0,6509955.0,0.0,1,4,1,0,0
2157,10,10,10,10,1,9,4,4,4,-1,1053.11,1,30.0,0.0,324.0,0.0,14,12,153.2,324.0,0.0,192.0,0.0,60453355.0,0.0,-1,4,0,1,3
2158,10,10,10,10,2,21,7,2,4,-1,0.0,1,0.0,0.0,747.0,0.0,22,0,89.6,747.0,0.0,631.0,0.0,47405357.0,0.0,-1,4,0,0,0
2159,9,7,8,9,1,0,0,0,4,-1,0.0,1,0.0,0.0,577.0,0.0,22,10,161.7,577.0,0.0,441.0,0.0,41915741.0,0.0,-1,4,1,2,2
2160,8,7,7,7,1,0,0,1,4,-1,0.0,1,0.0,0.0,298.0,0.0,22,0,10.0,298.0,0.0,247.0,0.0,5187428.0,0.0,-1,2,0,2,2
2161,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,334.0,0.0,22,0,131.2,334.0,0.0,259.0,0.0,10004636.0,0.0,1,4,0,0,0
2162,8,8,8,8,2,0,2,0,5,-1,0.0,1,0.0,0.0,239.0,0.0,22,0,43.0,239.0,0.0,156.0,0.0,20343936.0,0.0,1,3,0,0,0
2163,10,10,10,10,2,0,18,0,4,-1,0.0,1,0.0,0.0,202.0,0.0,11,12,152.4,202.0,0.0,241.0,0.0,2059327.0,0.0,-1,4,0,0,0
2164,9,5,5,6,1,0,8,0,4,-1,0.0,1,0.0,0.0,109.0,0.0,11,12,15.0,109.0,0.0,222.0,0.0,4159916.0,0.0,-1,1,0,2,3
2165,1,2,2,3,1,0,8,1,4,-1,0.0,1,0.0,0.0,269.0,0.0,22,0,120.0,269.0,0.0,166.0,0.0,19850105.0,0.0,-1,4,0,2,3
2166,1,1,1,1,1,0,8,0,4,-1,0.0,1,0.0,0.0,5948.0,0.0,22,0,311.87,5948.0,0.0,2728.0,0.0,64266430.0,0.0,-1,4,0,1,4
2167,10,10,10,10,2,0,16,5,5,-1,0.0,1,0.0,0.0,1337.0,0.0,22,0,168.0,1337.0,0.0,2699.0,0.0,112109967.0,0.0,1,5,0,0,0
2168,7,8,9,6,1,0,12,0,4,-1,0.0,1,0.0,0.0,285.0,0.0,11,12,69.3,285.0,0.0,335.0,0.0,167121.0,0.0,-1,3,0,1,3
2169,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,51.0,0.0,14,12,8.0,51.0,0.0,178.0,0.0,63653.0,0.0,-1,2,0,0,0
2170,6,3,6,8,1,6,5,1,4,-1,0.0,1,0.0,0.0,747.0,0.0,22,10,20.0,747.0,0.0,147.0,0.0,13702376.0,0.0,-1,3,0,2,2
2171,8,4,7,6,1,6,7,0,5,-1,0.0,1,0.0,0.0,205.0,0.0,22,0,70.0,205.0,0.0,120.0,0.0,4682021.0,0.0,1,2,0,6,5
2172,10,10,10,10,2,0,8,1,5,-1,0.0,1,0.0,0.0,354.0,0.0,22,0,134.65,354.0,0.0,528.0,0.0,32408584.0,0.0,1,4,0,0,0
2173,6,5,6,5,1,0,0,0,4,-1,0.0,1,0.0,0.0,124.0,0.0,11,12,15.2,124.0,0.0,126.0,0.0,5019723.0,0.0,-1,2,0,3,4
2174,8,7,8,7,2,0,0,0,4,-1,0.0,1,0.0,0.0,301.0,0.0,11,12,85.0,301.0,0.0,190.0,0.0,15416173.0,0.0,-1,3,0,0,0
2175,10,10,9,9,1,0,0,0,5,-1,0.0,1,0.0,0.0,203.0,0.0,11,12,18.0,203.0,0.0,227.0,0.0,14197021.0,0.0,1,3,0,2,2
2176,10,9,10,9,1,0,2,0,4,-1,0.0,1,0.0,0.0,99.0,0.0,11,12,48.0,99.0,0.0,334.0,0.0,19118125.0,0.0,-1,3,0,3,1
2177,10,10,10,10,2,0,4,0,5,-1,0.0,1,10.0,0.0,116.0,0.0,14,12,35.0,116.0,0.0,150.0,0.0,75105240.0,0.0,1,0,0,0,0
2178,10,10,10,10,1,0,4,0,5,-1,0.0,1,0.0,0.0,137.0,0.0,11,12,140.1,137.0,0.0,194.0,0.0,262325.0,0.0,1,4,0,1,1
2179,5,6,5,5,1,0,0,0,4,-1,0.0,1,0.0,0.0,267.0,0.0,14,12,100.09,267.0,0.0,379.0,0.0,19115590.0,0.0,-1,4,0,2,3
2180,10,5,5,5,1,0,8,2,4,-1,0.0,1,0.0,0.0,626.0,0.0,22,0,145.55,626.0,0.0,348.0,0.0,24050133.0,0.0,-1,4,0,1,1
2181,10,10,10,10,2,0,8,0,5,-1,0.0,1,0.0,0.0,178.0,0.0,18,12,40.28,178.0,0.0,174.0,0.0,906150.0,0.0,1,3,0,0,0
2182,9,8,7,7,1,0,4,0,4,-1,0.0,1,0.0,0.0,700.0,0.0,22,0,57.38,700.0,0.0,415.0,0.0,2083223.0,0.0,-1,3,0,2,2
2183,9,9,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,263.0,0.0,17,12,18.0,263.0,0.0,371.0,0.0,14593946.0,0.0,-1,3,0,0,0
2184,10,10,10,10,2,0,2,3,5,-1,0.0,1,0.0,0.0,347.0,0.0,22,0,60.0,347.0,0.0,336.0,0.0,1231641.0,0.0,1,3,0,0,0
2185,1,1,1,1,1,0,8,1,5,-1,0.0,1,0.0,0.0,719.0,0.0,22,0,58.0,719.0,0.0,520.0,0.0,11926690.0,0.0,1,6,0,5,6
2186,6,6,6,5,2,21,0,0,5,-1,0.0,1,0.0,0.0,235.0,0.0,11,12,145.0,235.0,0.0,447.0,0.0,30329093.0,0.0,1,4,0,0,0
2187,9,8,9,10,2,24,2,0,4,-1,0.0,1,0.0,0.0,419.0,0.0,11,12,180.0,419.0,0.0,386.0,0.0,12383059.0,0.0,-1,4,0,0,0
2188,10,10,10,10,2,16,4,0,5,-1,0.0,1,0.0,0.0,961.0,0.0,11,12,262.3,961.0,0.0,971.0,0.0,111461200.0,0.0,1,5,1,0,0
2189,10,9,9,10,1,0,0,0,5,-1,0.0,1,0.0,0.0,277.0,0.0,11,12,199.0,277.0,0.0,178.0,0.0,54025428.0,0.0,1,4,0,2,2
2190,10,10,10,10,1,0,20,0,5,-1,0.0,1,0.0,0.0,558.0,0.0,22,0,153.0,558.0,0.0,571.0,0.0,31464213.0,0.0,1,4,0,1,1
2191,10,10,10,10,2,24,0,1,4,-1,0.0,1,0.0,0.0,596.0,0.0,11,12,26.2,596.0,0.0,328.0,0.0,4309586.0,0.0,-1,3,0,0,0
2192,9,9,9,9,1,0,0,0,4,-1,0.0,1,0.0,0.0,410.0,0.0,11,12,38.0,410.0,0.0,220.0,0.0,183446.0,0.0,-1,3,0,1,3
2193,10,10,10,10,2,0,2,1,4,-1,0.0,1,0.0,0.0,191.0,0.0,14,12,18.0,191.0,0.0,253.0,0.0,4065327.0,0.0,-1,2,0,0,0
2194,8,5,8,5,1,6,4,2,4,-1,0.0,1,0.0,0.0,555.0,0.0,22,0,56.0,555.0,0.0,555.0,0.0,10586898.0,0.0,-1,3,0,2,3
2195,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,176.0,0.0,11,12,80.0,176.0,0.0,373.0,0.0,27478288.0,0.0,1,3,0,0,0
2196,10,8,9,10,2,24,8,1,4,-1,0.0,1,0.0,0.0,235.0,0.0,22,0,135.0,235.0,0.0,234.0,0.0,7242625.0,0.0,-1,4,0,0,0
2197,10,10,10,10,1,0,6,0,4,-1,0.0,1,0.0,0.0,150.0,0.0,11,12,60.0,150.0,0.0,265.0,0.0,21025888.0,0.0,-1,3,0,1,3
2198,6,6,6,6,1,0,6,0,4,-1,0.0,1,0.0,0.0,244.0,0.0,22,0,78.2,244.0,0.0,280.0,0.0,9349689.0,0.0,-1,3,0,1,1
2199,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,777.0,0.0,22,0,20.0,777.0,0.0,730.0,0.0,4467351.0,0.0,-1,3,0,0,0
2200,10,10,10,10,2,0,0,2,5,-1,0.0,1,0.0,0.0,471.0,0.0,11,12,75.0,471.0,0.0,362.0,0.0,34298256.0,0.0,1,3,0,0,0
2201,10,10,10,10,2,0,2,1,4,-1,0.0,1,0.0,0.0,587.0,0.0,11,12,24.0,587.0,0.0,768.0,0.0,9275150.0,0.0,-1,1,0,0,0
2202,3,2,8,8,1,6,0,0,5,-1,0.0,1,0.0,0.0,294.0,0.0,22,0,128.0,294.0,0.0,0.0,0.0,21047332.0,0.0,1,4,0,1,4
2203,9,4,9,9,1,6,16,0,4,-1,0.0,1,0.0,0.0,310.0,0.0,14,12,25.0,310.0,0.0,302.0,0.0,36381256.0,0.0,-1,1,0,3,2
2204,8,9,8,7,1,0,2,0,4,-1,0.0,1,0.0,0.0,109.0,0.0,14,12,34.6,109.0,0.0,140.0,0.0,36932.0,0.0,-1,2,0,2,3
2205,10,10,10,10,2,0,2,1,5,-1,0.0,1,0.0,0.0,1160.0,0.0,11,12,136.0,1160.0,0.0,749.0,0.0,5375748.0,0.0,1,4,0,0,0
2206,8,8,8,8,1,21,1,0,4,-1,0.0,1,0.0,0.0,205.0,0.0,11,12,65.0,205.0,0.0,296.0,0.0,8251786.0,0.0,-1,3,0,3,4
2207,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,517.0,0.0,22,10,11.4,517.0,0.0,369.0,0.0,943288.0,0.0,-1,3,0,0,0
2208,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,316.0,0.0,17,12,45.7,316.0,0.0,207.0,0.0,14420609.0,0.0,-1,3,0,0,0
2209,1,1,1,2,1,0,7,2,5,-1,0.0,1,0.0,0.0,557.0,0.0,22,0,55.0,557.0,0.0,2664.0,0.0,51929165.0,0.0,1,2,0,3,2
2210,10,10,10,10,2,0,16,3,4,-1,0.0,1,0.0,0.0,956.0,0.0,22,0,70.0,956.0,0.0,1115.0,0.0,12572067.0,0.0,-1,3,0,0,0
2211,10,10,10,10,1,0,16,0,4,-1,0.0,1,0.0,0.0,381.0,0.0,22,0,93.6,381.0,0.0,403.0,0.0,7141195.0,0.0,-1,4,1,2,3
2212,10,10,10,10,2,21,9,0,5,-1,0.0,1,0.0,0.0,353.0,0.0,22,0,126.59,353.0,0.0,910.0,0.0,2612835.0,0.0,1,4,0,0,0
2213,10,10,10,10,2,0,2,0,5,-1,0.0,1,0.0,0.0,160.0,0.0,11,12,85.0,160.0,0.0,151.0,0.0,9640462.0,0.0,1,3,0,0,0
2214,10,9,9,9,2,0,12,0,4,-1,0.0,1,0.0,0.0,1000.0,0.0,22,0,132.1,1000.0,0.0,700.0,0.0,449948.0,0.0,-1,4,0,0,0
2215,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,194.0,0.0,11,12,60.0,194.0,0.0,213.0,0.0,47521540.0,0.0,-1,2,0,0,0
2216,10,9,9,10,1,0,14,0,4,-1,0.0,1,0.0,0.0,502.0,0.0,22,0,220.0,502.0,0.0,623.0,0.0,41466808.0,0.0,-1,6,0,1,1
2217,6,4,6,2,1,6,30,3,4,-1,0.0,1,0.0,0.0,2527.0,0.0,11,12,151.0,2527.0,0.0,2259.0,0.0,12831217.0,0.0,-1,4,0,1,3
2218,7,4,8,6,1,3,14,6,5,-1,0.0,1,0.0,0.0,794.0,0.0,11,12,56.0,794.0,0.0,1106.0,0.0,18951630.0,0.0,1,3,0,4,3
2219,8,8,8,8,2,0,0,0,4,-1,0.0,1,0.0,0.0,491.0,0.0,22,0,60.9,491.0,0.0,338.0,0.0,36306429.0,0.0,-1,2,0,0,0
2220,10,6,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,100.0,0.0,22,0,48.0,100.0,0.0,136.0,0.0,19075346.0,0.0,-1,3,0,3,2
2221,10,10,10,10,2,0,16,0,4,-1,0.0,1,0.0,0.0,347.0,0.0,22,0,58.0,347.0,0.0,339.0,0.0,20590759.0,0.0,-1,3,0,0,0
2222,6,5,5,5,1,0,7,3,4,-1,0.0,1,0.0,0.0,624.0,0.0,17,12,150.64,624.0,0.0,385.0,0.0,25248884.0,0.0,-1,3,0,4,2
2223,9,9,8,9,1,0,0,1,5,-1,0.0,1,0.0,0.0,2415.0,0.0,11,12,375.05,2415.0,0.0,1475.0,0.0,7037467.0,0.0,1,6,0,1,2
2224,9,9,10,9,2,21,0,2,4,1,0.0,1,0.0,0.0,88.0,0.0,22,10,48.0,88.0,0.0,478.0,0.0,17972485.0,0.0,-1,3,0,0,0
2225,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,88.0,0.0,22,0,98.0,88.0,0.0,245.0,0.0,21443885.0,0.0,-1,4,0,1,1
2226,10,10,10,10,1,0,2,0,4,-1,0.0,1,0.0,0.0,523.0,0.0,22,10,75.0,523.0,0.0,370.0,3.29263043344582e-05,53665300.0,1767.0,-1,3,0,1,1
2227,7,4,7,7,1,0,3,0,4,-1,0.0,1,0.0,0.0,190.0,0.0,22,10,98.0,190.0,0.0,865.0,0.0,25719820.0,0.0,-1,3,0,1,1
2228,10,10,10,10,1,0,48,1,4,-1,0.0,1,0.0,0.0,325.0,0.0,22,10,120.92,325.0,0.0,579.0,0.0,16084082.0,0.0,-1,4,0,5,1
2229,7,8,8,6,1,0,8,1,4,-1,0.0,1,0.0,0.0,140.0,0.0,11,12,20.0,140.0,0.0,194.0,0.0,1500218.0,0.0,-1,1,0,1,2
2230,1,1,3,1,1,0,7,2,5,-1,0.0,1,0.0,0.0,163.0,0.0,22,0,49.0,163.0,0.0,179.0,0.0,8159273.0,0.0,1,3,0,1,1
2231,3,3,5,3,1,6,12,8,5,-1,0.0,1,0.0,0.0,2159.0,0.0,22,0,110.0,2159.0,0.0,2317.0,0.0,3228984.0,0.0,1,4,0,1,5
2232,1,1,1,1,1,0,4,1,5,-1,0.0,1,2.03,0.0,24.0,0.0,22,0,20.93,24.0,0.0,275.0,0.0,19469.0,0.0,1,2,1,1,5
2233,10,8,10,10,1,0,8,0,5,-1,0.0,1,0.0,0.0,152.0,0.0,22,0,110.0,152.0,0.0,167.0,0.0,8755422.0,0.0,1,3,0,1,1
2234,10,10,10,10,2,0,10,0,4,-1,0.0,1,0.0,0.0,322.0,0.0,11,12,41.4,322.0,0.0,632.0,0.0,12831331.0,0.0,-1,3,0,0,0
2235,10,10,9,10,1,0,2,0,4,-1,0.0,1,0.0,0.0,331.0,0.0,11,12,105.0,331.0,0.0,260.0,0.0,40290547.0,0.0,-1,4,0,2,3
2236,9,8,9,9,1,0,2,0,4,-1,0.0,1,0.0,0.0,268.0,0.0,11,12,48.2,268.0,0.0,319.0,0.0,8195303.0,0.0,-1,3,0,1,2
2237,8,7,7,7,1,0,0,0,5,-1,0.0,1,0.0,0.0,1415.0,0.0,11,12,240.0,1415.0,0.0,1132.0,0.0,42462492.0,0.0,1,5,1,4,2
2238,7,6,7,7,1,0,0,0,5,-1,0.0,1,0.0,0.0,262.0,0.0,22,0,60.1,262.0,0.0,416.0,0.0,1691291.0,0.0,1,3,0,3,4
2239,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,23.0,0.0,14,12,45.0,23.0,0.0,121.0,0.0,3618574.0,0.0,-1,3,0,0,0
2240,10,10,10,10,1,0,4,0,4,-1,0.0,1,0.0,0.0,1105.0,0.0,11,12,64.19,1105.0,0.0,619.0,0.0,13396058.0,0.0,-1,3,0,1,1
2241,10,7,10,6,1,0,0,0,5,-1,0.0,1,0.0,0.0,513.0,0.0,18,12,171.0,513.0,0.0,304.0,0.0,42558861.0,0.0,1,4,0,4,2
2242,10,9,8,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,180.0,0.0,14,12,81.2,180.0,0.0,472.0,0.0,15642827.0,0.0,-1,3,0,1,2
2243,10,10,10,10,2,21,9,0,4,-1,0.0,1,0.0,0.0,89.0,0.0,11,12,70.0,89.0,0.0,506.0,0.0,2444913.0,0.0,-1,3,0,0,0
2244,10,10,10,10,1,21,4,1,4,-1,0.0,1,0.0,0.0,365.0,0.0,22,10,60.0,365.0,0.0,403.0,0.0,480787.0,0.0,-1,3,0,2,3
2245,1,1,1,1,1,41,6,3,5,-1,0.0,1,0.0,0.0,169.0,0.0,14,12,115.0,169.0,0.0,168.0,0.0,44276960.0,0.0,1,4,0,1,1
2246,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,56.0,0.0,11,12,71.0,56.0,0.0,140.0,0.0,54497554.0,0.0,1,3,0,0,0
2247,8,6,7,6,1,0,16,0,5,-1,0.0,1,0.0,0.0,341.0,0.0,22,0,125.0,341.0,0.0,448.0,0.0,1527741.0,0.0,1,4,0,2,1
